itemid;filetype;filespec;title/en;description/en;creator/en;locationCreated:placename;dateCreated:display;customtext:Time period ;type;medium;customtext:Photographer;rights
Hello411;image;IMG_8883.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello412;image;IMG_8887.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello413;image;IMG_8888.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello414;image;IMG_8889.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello415;image;IMG_8891.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello416;image;IMG_8893.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello417;image;IMG_8897.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello418;image;IMG_8902.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello419;image;IMG_8903.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello420;image;IMG_8912.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
Hello421;image;IMG_8915.JPG;Eland bones from 'Double Vision';"The eland bones form a part of the Double Vision installation. A full eland skeleton is displayed. On the bones are written powerful phrases and poems from the San, portraying their mythology and beliefs. 

The cabinets in this installation represent individual identities; focusing on the ways in which differences in seeing and representing have constructed identities. It reflects the foundational significance of history and the way in which history is chaotically and randomly assembled in an archive. The display is divided into sections, each of which reflects on and interprets aspects of the experience of Origins Centre.";Pippa Skotnes and Malcolm Payne, with poetry and phrases by San (/Xam) individuals;Johannesburg, South Africa;2006;;Museum Exhibit;Bone;Tammy Hodgskiss;Origins Centre
